Beam,Date,Time,RTT(ms),Download(kbit/s),Upload(kbit/s)
106,2018-11-16,0445,441.46,1873.92,1986.56
106,2018-11-16,0450,491.456,1413.12,2355.2
106,2018-11-16,0455,441.388,1792.0,1474.56
106,2018-11-16,0500,466.883,1638.4,2283.52
106,2018-11-16,0505,449.481,1863.68,1935.36
106,2018-11-16,0510,463.734,1812.48,2334.72
106,2018-11-16,0515,453.844,1628.16,2273.28
106,2018-11-16,0520,463.1,1781.76,2344.96
106,2018-11-16,0525,484.613,1863.68,2324.48
106,2018-11-16,0530,455.235,1976.32,2334.72
106,2018-11-16,0535,568.293,2129.92,2334.72
106,2018-11-16,0540,521.053,2068.48,2304.0
106,2018-11-16,0545,430.537,1853.44,2396.16
106,2018-11-16,0550,468.138,2017.28,1525.76
106,2018-11-16,0555,437.912,2191.36,2406.4
106,2018-11-16,0600,441.841,2058.24,2344.96
106,2018-11-16,0605,466.22,2017.28,2396.16
106,2018-11-16,0610,466.545,1873.92,2283.52
106,2018-11-16,0615,476.667,1955.84,2222.08
106,2018-11-16,0620,445.243,1873.92,2334.72
106,2018-11-16,0625,437.116,1689.6,2283.52
106,2018-11-16,0630,466.077,1781.76,2365.44
106,2018-11-16,0635,488.906,1832.96,2293.76
106,2018-11-16,0640,441.692,1966.08,2017.28
106,2018-11-16,0645,446.464,1372.16,2877.44
106,2018-11-16,0650,460.135,1546.24,2263.04
106,2018-11-16,0655,507.9,1792.0,2242.56
106,2018-11-16,0700,450.793,1843.2,2396.16
106,2018-11-16,0705,445.022,1945.6,2263.04
106,2018-11-16,0710,484.384,1300.48,2283.52
106,2018-11-16,0715,491.329,1556.48,2273.28
106,2018-11-16,0720,487.324,1146.88,2334.72
106,2018-11-16,0725,444.822,1269.76,2703.36
106,2018-11-16,0730,442.571,1576.96,2590.72
106,2018-11-16,0735,452.089,1771.52,2283.52
106,2018-11-16,0740,534.491,1361.92,2283.52
106,2018-11-16,0745,445.005,1331.2,2703.36
106,2018-11-16,0750,474.961,1239.04,2191.36
106,2018-11-16,0755,485.693,1474.56,2273.28
106,2018-11-16,0800,473.395,634.88,2007.04
106,2018-11-16,0805,436.307,1208.32,2273.28
106,2018-11-16,0810,465.755,962.56,2283.52
106,2018-11-16,0815,471.586,1146.88,2344.96
106,2018-11-16,0820,461.889,901.12,2355.2
106,2018-11-16,0825,438.299,655.36,2887.68
106,2018-11-16,0830,434.084,808.96,2897.92
106,2018-11-16,0835,437.114,808.96,2775.04
106,2018-11-16,0840,444.953,1187.84,2222.08
106,2018-11-16,0845,483.284,337.92,2222.08
106,2018-11-16,0850,481.807,245.76,2150.4
106,2018-11-16,0855,428.207,491.52,2877.44
106,2018-11-16,0900,479.853,778.24,2344.96
106,2018-11-16,0905,456.923,1003.52,2099.2
106,2018-11-16,0910,454.462,1044.48,2314.24
106,2018-11-16,0915,456.451,942.08,2273.28
106,2018-11-16,0920,480.118,1167.36,2222.08
106,2018-11-16,0925,448.197,1136.64,2160.64
106,2018-11-16,0930,443.523,532.48,2068.48
106,2018-11-16,0935,603.782,276.48,2211.84
106,2018-11-16,0940,466.86,1013.76,2263.04
106,2018-11-16,0945,449.04,1095.68,2324.48
106,2018-11-16,0950,469.512,1372.16,2836.48
106,2018-11-16,0955,470.824,808.96,2539.52
106,2018-11-16,1000,470.035,778.24,2324.48
106,2018-11-16,1005,643.346,215.04,2088.96
106,2018-11-16,1010,502.803,296.96,2160.64
106,2018-11-16,1015,613.529,225.28,2672.64
106,2018-11-16,1020,662.786,440.32,2150.4
106,2018-11-16,1025,460.182,450.56,2580.48
106,2018-11-16,1030,442.543,624.64,2273.28
106,2018-11-16,1035,451.352,1034.24,2283.52
106,2018-11-16,1040,447.785,1044.48,2078.72
106,2018-11-16,1045,468.826,522.24,2129.92
106,2018-11-16,1050,482.806,583.68,2140.16
106,2018-11-16,1055,448.929,727.04,1495.04
106,2018-11-16,1100,504.59,450.56,2263.04
106,2018-11-16,1105,491.899,552.96,2201.6
106,2018-11-16,1110,483.021,430.08,2150.4
106,2018-11-16,1115,514.18,378.88,2140.16
106,2018-11-16,1120,507.611,204.8,2222.08
106,2018-11-16,1125,726.204,286.72,2795.52
106,2018-11-16,1130,437.816,491.52,2713.6
106,2018-11-16,1135,489.769,399.36,1699.84
106,2018-11-16,1140,444.969,675.84,1976.32
106,2018-11-16,1145,460.075,921.6,2908.16
106,2018-11-16,1150,454.435,808.96,2283.52
106,2018-11-16,1155,437.701,1095.68,2928.64
106,2018-11-16,1200,531.353,952.32,2273.28
106,2018-11-16,1205,495.479,696.32,2191.36
106,2018-11-16,1210,441.254,890.88,2611.2
106,2018-11-16,1215,482.41,706.56,2252.8
106,2018-11-16,1220,431.705,716.8,2344.96
106,2018-11-16,1225,595.214,727.04,2365.44
106,2018-11-16,1230,553.655,563.2,2201.6
106,2018-11-16,1235,459.83,593.92,2058.24
106,2018-11-16,1240,800.721,327.68,1925.12
106,2018-11-16,1245,949.805,92.16,1495.04
106,2018-11-16,1250,568.274,266.24,2078.72
106,2018-11-16,1255,1044.617,112.64,2129.92
106,2018-11-16,1300,573.597,194.56,2058.24
106,2018-11-16,1305,479.798,552.96,2119.68
106,2018-11-16,1310,448.517,563.2,1699.84
106,2018-11-16,1315,450.044,747.52,2713.6
106,2018-11-16,1320,496.891,471.04,2426.88
106,2018-11-16,1325,471.321,696.32,2211.84
106,2018-11-16,1330,503.946,614.4,2017.28
106,2018-11-16,1335,476.829,552.96,2160.64
106,2018-11-16,1340,459.563,675.84,2242.56
106,2018-11-16,1345,456.047,614.4,2078.72
106,2018-11-16,1350,477.119,768.0,1955.84
106,2018-11-16,1355,455.046,491.52,1075.2
106,2018-11-16,1400,493.833,696.32,2263.04
106,2018-11-16,1405,516.467,317.44,2242.56
106,2018-11-16,1410,549.314,532.48,2273.28
106,2018-11-16,1415,448.506,1454.08,2211.84
106,2018-11-16,1420,461.868,890.88,2211.84
106,2018-11-16,1425,453.887,901.12,2703.36
106,2018-11-16,1430,451.294,1208.32,2160.64
106,2018-11-16,1435,512.994,1116.16,2263.04
106,2018-11-16,1440,472.82,921.6,2273.28
106,2018-11-16,1445,466.8,901.12,2119.68
106,2018-11-16,1450,493.328,675.84,2252.8
106,2018-11-16,1455,434.369,757.76,2877.44
106,2018-11-16,1500,515.807,880.64,2191.36
106,2018-11-16,1505,812.129,184.32,2099.2
106,2018-11-16,1510,660.848,163.84,2570.24
106,2018-11-16,1515,469.006,737.28,2222.08
106,2018-11-16,1520,473.774,573.44,2283.52
106,2018-11-16,1525,431.483,727.04,2406.4
106,2018-11-16,1530,453.289,1013.76,2355.2
106,2018-11-16,1535,489.213,890.88,2232.32
106,2018-11-16,1540,485.05,768.0,2242.56
106,2018-11-16,1545,465.55,952.32,2314.24
106,2018-11-16,1550,460.034,737.28,2252.8
106,2018-11-16,1555,447.479,1136.64,2293.76
106,2018-11-16,1600,448.868,1167.36,2273.28
106,2018-11-16,1605,418.023,972.8,2897.92
106,2018-11-16,1610,504.542,542.72,2877.44
106,2018-11-16,1615,434.6,583.68,2764.8
106,2018-11-16,1620,440.52,727.04,2621.44
106,2018-11-16,1625,656.294,215.04,1474.56
106,2018-11-16,1630,472.64,696.32,2600.96
106,2018-11-16,1635,,,
106,2018-11-16,1640,480.468,839.68,2150.4
106,2018-11-16,1645,443.287,604.16,2242.56
106,2018-11-16,1650,475.112,1280.0,1341.44
106,2018-11-16,1655,451.673,1024.0,1290.24
106,2018-11-16,1700,436.383,808.96,1136.64
106,2018-11-16,1705,506.852,1597.44,819.2
106,2018-11-16,1710,478.432,1331.2,942.08
106,2018-11-16,1715,501.477,378.88,829.44
106,2018-11-16,1720,502.717,808.96,819.2
106,2018-11-16,1725,481.732,1382.4,788.48
106,2018-11-16,1730,448.67,870.4,1116.16
106,2018-11-16,1735,497.679,778.24,1433.6
106,2018-11-16,1740,498.255,983.04,1013.76
106,2018-11-16,1745,527.289,890.88,1187.84
106,2018-11-16,1750,460.015,972.8,1218.56
106,2018-11-16,1755,491.352,1699.84,1116.16
106,2018-11-16,1800,457.558,1249.28,1331.2
106,2018-11-16,1805,477.624,1013.76,1402.88
106,2018-11-16,1810,508.839,2088.96,1341.44
106,2018-11-16,1815,479.847,1884.16,1372.16
106,2018-11-16,1820,505.732,1484.8,1341.44
106,2018-11-16,1825,464.725,1310.72,1341.44
106,2018-11-16,1830,481.677,1699.84,1433.6
106,2018-11-16,1835,466.739,1720.32,1392.64
106,2018-11-16,1840,623.16,1443.84,1341.44
106,2018-11-16,1845,434.494,1218.56,1822.72
106,2018-11-16,1850,450.554,1392.64,1832.96
106,2018-11-16,1855,429.401,1320.96,1239.04
106,2018-11-16,1900,485.055,1372.16,1341.44
106,2018-11-16,1905,483.712,1208.32,1331.2
106,2018-11-16,1910,464.611,880.64,1310.72
106,2018-11-16,1915,526.274,655.36,1320.96
106,2018-11-16,1920,455.043,1228.8,1320.96
106,2018-11-16,1925,466.553,1382.4,1310.72
106,2018-11-16,1930,461.118,921.6,1198.08
106,2018-11-16,1935,488.37,1464.32,2140.16
106,2018-11-16,1940,534.458,1198.08,2355.2
106,2018-11-16,1945,439.462,1259.52,2211.84
106,2018-11-16,1950,443.094,1126.4,2191.36
106,2018-11-16,1955,459.743,1556.48,2170.88
106,2018-11-16,2000,539.121,1351.68,2160.64
106,2018-11-16,2005,493.161,1720.32,2805.76
106,2018-11-16,2010,444.882,1751.04,2252.8
106,2018-11-16,2015,460.756,1054.72,1976.32
106,2018-11-16,2020,448.255,1382.4,1996.8
106,2018-11-16,2025,468.74,1382.4,2027.52
106,2018-11-16,2030,468.513,1751.04,2252.8
106,2018-11-16,2035,459.761,1320.96,2846.72
106,2018-11-16,2040,506.742,1556.48,1525.76
106,2018-11-16,2045,460.091,1464.32,2242.56
106,2018-11-16,2050,438.257,1761.28,2283.52
106,2018-11-16,2055,427.094,1679.36,2324.48
106,2018-11-16,2100,471.894,1597.44,2068.48
106,2018-11-16,2105,491.372,1146.88,2170.88
106,2018-11-16,2110,446.718,1617.92,2273.28
106,2018-11-16,2115,468.307,1566.72,2119.68
106,2018-11-16,2120,454.401,1443.84,2908.16
106,2018-11-16,2125,468.127,1392.64,2232.32
106,2018-11-16,2130,472.614,1587.2,2191.36
106,2018-11-16,2135,469.824,1873.92,2068.48
106,2018-11-16,2140,470.147,1945.6,2191.36
106,2018-11-16,2145,464.056,1884.16,2897.92
106,2018-11-16,2150,458.71,1423.36,2816.0
106,2018-11-16,2155,440.008,1710.08,2078.72
106,2018-11-16,2200,508.89,1894.4,2293.76
106,2018-11-16,2205,431.947,1576.96,2037.76
106,2018-11-16,2210,437.071,1484.8,2908.16
106,2018-11-16,2215,466.218,1515.52,2877.44
106,2018-11-16,2220,493.133,1781.76,2304.0
106,2018-11-16,2225,504.851,1689.6,2560.0
106,2018-11-16,2230,443.534,1986.56,2734.08
106,2018-11-16,2235,438.438,2201.6,2273.28
106,2018-11-16,2240,447.392,2222.08,2109.44
106,2018-11-16,2245,436.604,2119.68,2150.4
106,2018-11-16,2250,443.432,1781.76,1955.84
106,2018-11-16,2255,441.899,2191.36,2129.92
106,2018-11-16,2300,427.166,1792.0,2867.2
106,2018-11-16,2305,443.671,2160.64,2836.48
106,2018-11-16,2310,453.83,2232.32,2990.08
106,2018-11-16,2315,454.61,2222.08,2949.12
106,2018-11-16,2320,498.357,2232.32,2304.0
106,2018-11-16,2325,433.023,1976.32,2969.6
106,2018-11-16,2330,429.265,1986.56,2938.88
106,2018-11-16,2335,422.795,2068.48,2969.6
106,2018-11-16,2340,420.431,2140.16,2795.52
106,2018-11-16,2345,439.726,1914.88,3000.32
106,2018-11-16,2350,539.659,2088.96,2344.96
106,2018-11-16,2355,425.969,1556.48,2908.16
106,2018-11-17,0000,458.058,1925.12,2846.72
106,2018-11-17,0005,443.326,2201.6,2590.72
106,2018-11-17,0010,434.888,2037.76,2344.96
106,2018-11-17,0015,452.804,2222.08,2990.08
106,2018-11-17,0020,439.717,2078.72,2969.6
106,2018-11-17,0025,433.39,2099.2,2283.52
106,2018-11-17,0030,516.615,1423.36,0.0
106,2018-11-17,0035,421.921,1966.08,2949.12
106,2018-11-17,0040,464.031,1781.76,2826.24
106,2018-11-17,0045,442.08,1853.44,3000.32
106,2018-11-17,0050,431.589,1792.0,2949.12
106,2018-11-17,0055,411.627,1699.84,2754.56
106,2018-11-17,0100,435.072,1904.64,2754.56
106,2018-11-17,0105,431.716,2160.64,2283.52
106,2018-11-17,0110,450.226,2058.24,2887.68
106,2018-11-17,0115,458.468,2037.76,2908.16
106,2018-11-17,0120,444.347,1884.16,2938.88
106,2018-11-17,0125,424.343,1781.76,2764.8
106,2018-11-17,0130,430.493,1904.64,2846.72
106,2018-11-17,0135,441.558,1976.32,2887.68
106,2018-11-17,0140,441.182,2140.16,2908.16
106,2018-11-17,0145,439.304,1699.84,2887.68
106,2018-11-17,0150,411.153,1853.44,2969.6
106,2018-11-17,0155,418.374,1935.36,2334.72
106,2018-11-17,0200,499.966,2160.64,2949.12
106,2018-11-17,0205,429.319,2232.32,2355.2
106,2018-11-17,0210,430.438,2232.32,2365.44
106,2018-11-17,0215,431.701,2211.84,2918.4
106,2018-11-17,0220,446.523,2211.84,2979.84
106,2018-11-17,0225,428.657,2017.28,2283.52
106,2018-11-17,0230,435.095,2222.08,2375.68
106,2018-11-17,0235,454.778,1105.92,2928.64
106,2018-11-17,0240,434.767,1269.76,2887.68
106,2018-11-17,0245,431.051,1187.84,1986.56
106,2018-11-17,0250,414.798,1382.4,2703.36
106,2018-11-17,0255,427.247,1372.16,2908.16
106,2018-11-17,0300,463.399,1269.76,1914.88
106,2018-11-17,0305,449.986,1290.24,2662.4
106,2018-11-17,0310,425.263,1648.64,2201.6
106,2018-11-17,0315,427.139,1966.08,2846.72
106,2018-11-17,0320,441.779,1280.0,2232.32
106,2018-11-17,0325,420.937,1136.64,2181.12
106,2018-11-17,0330,438.275,1136.64,2703.36
106,2018-11-17,0335,408.933,1914.88,2897.92
106,2018-11-17,0340,415.4,1873.92,2969.6
106,2018-11-17,0345,427.532,2181.12,2908.16
106,2018-11-17,0350,436.414,2058.24,2908.16
106,2018-11-17,0355,436.239,2252.8,2887.68
106,2018-11-17,0400,475.223,2150.4,2304.0
106,2018-11-17,0405,432.257,2007.04,2150.4
106,2018-11-17,0410,433.851,1996.8,2713.6
106,2018-11-17,0415,441.586,2211.84,2785.28
106,2018-11-17,0420,423.494,1904.64,2908.16
106,2018-11-17,0425,430.955,1925.12,2918.4
106,2018-11-17,0430,416.541,1802.24,2713.6
106,2018-11-17,0435,420.118,1597.44,1873.92
106,2018-11-17,0440,444.697,1925.12,2181.12
106,2018-11-17,0445,483.031,1935.36,2611.2
106,2018-11-17,0450,468.443,1894.4,2621.44
106,2018-11-17,0455,428.093,2232.32,2242.56
106,2018-11-17,0500,428.303,2211.84,2314.24
106,2018-11-17,0505,432.985,2222.08,2805.76
106,2018-11-17,0510,433.442,2191.36,2795.52
106,2018-11-17,0515,454.853,1863.68,1996.8
106,2018-11-17,0520,501.824,1945.6,2682.88
106,2018-11-17,0525,416.153,1556.48,2703.36
106,2018-11-17,0530,422.235,1177.6,2836.48
106,2018-11-17,0535,417.87,2099.2,2938.88
106,2018-11-17,0540,426.931,1945.6,2795.52
106,2018-11-17,0545,427.994,1966.08,2222.08
106,2018-11-17,0550,452.533,2150.4,1761.28
106,2018-11-17,0555,450.196,2068.48,1658.88
106,2018-11-17,0600,471.495,2068.48,2406.4
106,2018-11-17,0605,456.569,1740.8,2539.52
106,2018-11-17,0610,443.96,1914.88,2785.28
106,2018-11-17,0615,434.575,1873.92,2785.28
106,2018-11-17,0620,421.049,2170.88,2897.92
106,2018-11-17,0625,444.371,1894.4,2744.32
106,2018-11-17,0630,426.179,1034.24,1904.64
106,2018-11-17,0635,425.029,1904.64,2242.56
106,2018-11-17,0640,434.955,1925.12,2201.6
106,2018-11-17,0645,465.026,1034.24,2160.64
106,2018-11-17,0650,423.917,1392.64,2805.76
106,2018-11-17,0655,441.78,1986.56,2672.64
106,2018-11-17,0700,578.43,1484.8,2119.68
106,2018-11-17,0705,437.681,1884.16,2723.84
106,2018-11-17,0710,440.183,1894.4,2877.44
106,2018-11-17,0715,430.622,1873.92,2867.2
106,2018-11-17,0720,461.595,2140.16,2222.08
106,2018-11-17,0725,451.789,2058.24,2048.0
106,2018-11-17,0730,438.222,2140.16,2785.28
106,2018-11-17,0735,454.62,1873.92,1464.32
106,2018-11-17,0740,441.429,2232.32,2242.56
106,2018-11-17,0745,447.193,1873.92,2109.44
106,2018-11-17,0750,433.365,2222.08,2252.8
106,2018-11-17,0755,427.72,2211.84,2140.16
106,2018-11-17,0800,418.324,1843.2,2795.52
106,2018-11-17,0805,445.208,2222.08,1546.24
106,2018-11-17,0810,436.855,2099.2,1515.52
106,2018-11-17,0815,431.922,1986.56,2160.64
106,2018-11-17,0820,434.746,2078.72,2242.56
106,2018-11-17,0825,423.278,1904.64,2181.12
106,2018-11-17,0830,446.433,1863.68,2191.36
106,2018-11-17,0835,426.337,1792.0,2160.64
106,2018-11-17,0840,465.071,1853.44,2672.64
106,2018-11-17,0845,438.602,1904.64,1075.2
106,2018-11-17,0850,452.183,1853.44,2160.64
106,2018-11-17,0855,446.384,1638.4,1536.0
106,2018-11-17,0900,434.007,1300.48,1925.12
106,2018-11-17,0905,434.942,1761.28,2304.0
106,2018-11-17,0910,440.173,1792.0,2088.96
106,2018-11-17,0915,432.019,2150.4,2529.28
106,2018-11-17,0920,450.208,1976.32,2201.6
106,2018-11-17,0925,433.039,1812.48,2119.68
106,2018-11-17,0930,434.643,1832.96,1710.08
106,2018-11-17,0935,421.756,1771.52,1873.92
106,2018-11-17,0940,555.079,1863.68,2078.72
106,2018-11-17,0945,446.76,1873.92,2682.88
106,2018-11-17,0950,448.478,1822.72,2734.08
106,2018-11-17,0955,421.982,1996.8,2662.4
106,2018-11-17,1000,446.591,1628.16,2355.2
106,2018-11-17,1005,428.083,2170.88,2191.36
106,2018-11-17,1010,431.649,1331.2,2160.64
106,2018-11-17,1015,524.865,2160.64,2211.84
106,2018-11-17,1020,431.72,1873.92,2959.36
106,2018-11-17,1025,453.459,1720.32,2959.36
106,2018-11-17,1030,449.934,1720.32,2048.0
106,2018-11-17,1035,426.73,1495.04,2467.84
106,2018-11-17,1040,429.448,1802.24,2498.56
106,2018-11-17,1045,438.34,1710.08,2252.8
106,2018-11-17,1050,469.619,1536.0,2928.64
106,2018-11-17,1055,450.287,1372.16,2908.16
106,2018-11-17,1100,469.856,1873.92,1382.4
106,2018-11-17,1105,427.848,1443.84,1699.84
106,2018-11-17,1110,422.318,1607.68,1536.0
106,2018-11-17,1115,430.058,1536.0,1935.36
106,2018-11-17,1120,454.775,1689.6,2867.2
106,2018-11-17,1125,461.548,1802.24,2160.64
106,2018-11-17,1130,442.124,1464.32,1935.36
106,2018-11-17,1135,445.568,1771.52,2160.64
106,2018-11-17,1140,425.956,890.88,2242.56
106,2018-11-17,1145,452.067,1617.92,1904.64
106,2018-11-17,1150,449.556,1843.2,2191.36
106,2018-11-17,1155,442.377,1853.44,983.04
106,2018-11-17,1200,436.31,901.12,2119.68
106,2018-11-17,1205,425.048,1607.68,1505.28
106,2018-11-17,1210,451.785,1904.64,2723.84
106,2018-11-17,1215,436.237,1904.64,1648.64
106,2018-11-17,1220,433.829,1689.6,1699.84
106,2018-11-17,1225,448.142,1638.4,2570.24
106,2018-11-17,1230,457.804,1802.24,2293.76
106,2018-11-17,1235,458.357,1648.64,1945.6
106,2018-11-17,1240,584.714,1751.04,2703.36
106,2018-11-17,1245,426.55,1658.88,1515.52
106,2018-11-17,1250,448.459,1546.24,2037.76
106,2018-11-17,1255,441.821,1198.08,1935.36
106,2018-11-17,1300,431.525,1710.08,1505.28
106,2018-11-17,1305,429.348,1300.48,1474.56
106,2018-11-17,1310,425.042,1556.48,1310.72
106,2018-11-17,1315,441.484,1075.2,1884.16
106,2018-11-17,1320,466.331,1198.08,1853.44
106,2018-11-17,1325,411.084,1300.48,901.12
106,2018-11-17,1330,428.859,1228.8,1187.84
106,2018-11-17,1335,458.684,1607.68,2785.28
106,2018-11-17,1340,471.512,1024.0,2007.04
106,2018-11-17,1345,459.635,901.12,2099.2
106,2018-11-17,1350,418.83,1454.08,1648.64
106,2018-11-17,1355,422.111,1556.48,1515.52
106,2018-11-17,1400,476.602,1454.08,1781.76
106,2018-11-17,1405,440.106,1638.4,2129.92
106,2018-11-17,1410,458.729,1863.68,2856.96
106,2018-11-17,1415,449.827,1955.84,2263.04
106,2018-11-17,1420,447.113,2068.48,2263.04
106,2018-11-17,1425,447.123,1720.32,2979.84
106,2018-11-17,1430,448.627,1873.92,2078.72
106,2018-11-17,1435,413.145,1792.0,2426.88
106,2018-11-17,1440,447.831,1710.08,1771.52
106,2018-11-17,1445,445.103,1822.72,1966.08
106,2018-11-17,1450,427.314,1546.24,2396.16
106,2018-11-17,1455,469.72,1607.68,2293.76
106,2018-11-17,1500,454.688,1853.44,2170.88
106,2018-11-17,1505,464.509,1740.8,1576.96
106,2018-11-17,1510,460.234,1812.48,1853.44
106,2018-11-17,1515,460.117,829.44,2580.48
106,2018-11-17,1520,457.87,1853.44,2856.96
106,2018-11-17,1525,423.038,1853.44,1976.32
106,2018-11-17,1530,447.352,1771.52,1966.08
106,2018-11-17,1535,446.425,1873.92,2242.56
106,2018-11-17,1540,461.766,1945.6,2211.84
106,2018-11-17,1545,437.673,808.96,2508.8
106,2018-11-17,1550,422.938,1269.76,1914.88
106,2018-11-17,1555,450.156,1576.96,2693.12
106,2018-11-17,1600,477.879,1628.16,2734.08
106,2018-11-17,1605,438.798,1556.48,2682.88
106,2018-11-17,1610,433.441,1556.48,2037.76
106,2018-11-17,1615,473.31,1638.4,2314.24
106,2018-11-17,1620,428.469,1474.56,1679.36
106,2018-11-17,1625,446.817,1802.24,1341.44
106,2018-11-17,1630,443.63,1679.36,2467.84
106,2018-11-17,1635,501.708,1525.76,2263.04
106,2018-11-17,1640,458.56,1566.72,2232.32
106,2018-11-17,1645,435.018,1392.64,1628.16
106,2018-11-17,1650,421.584,1198.08,1925.12
106,2018-11-17,1655,413.888,1935.36,1136.64
106,2018-11-17,1700,438.952,1454.08,1628.16
106,2018-11-17,1705,435.972,1771.52,1402.88
106,2018-11-17,1710,425.172,1566.72,1454.08
106,2018-11-17,1715,416.469,1454.08,1177.6
106,2018-11-17,1720,443.238,1351.68,2119.68
106,2018-11-17,1725,491.693,1167.36,2406.4
106,2018-11-17,1730,465.363,1689.6,2273.28
